Data da opinião,Nota,Título,Conteúdo
ago. de 2021,5,Sensacional!,"Nunca fui tão bem atendido antes, em nenhum lugar do mundo. A atenção, o carinho e o cuidado com que todas as equipes do hotel nos trataram é algo totalmente impactante. Limpeza, recepção, restaurante, enfim, todos estão muito bem preparados para fazer o que deveria ser o normal: atender bem e se preocupar com o hóspede. Estão de parabéns!!!"
ago. de 2021,5,"Hotel maravilhoso, no centro de Gramado.","Hotel Fioreze centro. O que falar se tudo é. Maravilhoso. Colaboradores, café da manhã perfeito, educação e prontidão sempre atendendo da melhor forma.  Sem falar que é no centro, não precisa de carro para se locomover, atrás da rua coberta.  Parabéns ao FIOREZE."
ago. de 2021,5,Cordialidade,"Funcionários cordiais, simpáticos e trabalham felizes em atender aos hospedes. Nada a reclamar do Hotel. Super bem atendidos em todos os aspectos. Ótima localização , recomendamos o Hotel para todos os tipos de viagem."
ago. de 2021,5,Excelente,"Pessoas incríveis...excelente estadia.  Indicarei com certeza.  Educadas, receptivas, amorosas, carinhosas.  Atenciosas aos mínimos detalhes, me senti acolhida e em casa.  Parabéns à todos que fazem parte!!!"
ago. de 2021,5,Inesquecível,"Segunda vez que ficamos no hotel.  Excelente atendimento, quartos, localização, café da manhã excepcional.  Você é tratado com carinho, atenção e cuidado por todos!  Voltaremos sempre!  E indico a todos que querem ter uma ótima experiência em Gramado."
ago. de 2021,5,Maravilhoso,"Hotel super bem localizado.  Funcionários muito educados, atenciosos e gentis.  Café da manhã sensacional. Lanchinhos e mimos distribuídos. Chocolate quente delicioso.  Ótimo ter uma copa com micro-ondas, filtro de água, chaleira, liquidificador para pessoas com restrições alimentares e bebês.  Super recomendo. Adorei!"
ago. de 2021,5,Hotel maravilhoso,"Hotel maravilhoso e perfeito. Quarto muito bom. Hotel com boa estrutura. Bem localizado. Uma equipe de funcionários de primeira qualidade. Os funcionários são o diferencial no hotel. Eles são educadíssimos, atenciosos e prestativos. Foi a primeira vez que fui mto bem recebida pela equipe de funcionários. O elogio é para todos os funcionários.Parabéns família Fioreze!!!"
ago. de 2021,5,Perfeito,"Desde a chegada a cordialidade da equipe é nota mil, a limpeza excelente, café da manhã delicioso, localizado no melhor local do centro perto de tudo para fazer a pé, comércio, restaurantes, pontos turísticos! Hospedagem perfeita com certeza voltaremos!"
ago. de 2021,5,Localização ideal,"O hotel tem a melhor localização possível. O atendimento também é impecável. Além de oferecerem um café da manhã super farto, sempre há um chocolate quente ou lanche à disposição dos hóspedes. O quarto é confortável e bem equipado. Fomos muito bem recebidos por toda a equipe, muito solícita e simpática. O custo benefício é excelente. Recomendo!"
ago. de 2021,5,Hotel maravilhoso,"Funcionários maravilhosos, educados, prestativos, pro ativos, encantadores  Localização excelente  Café da manhã excelente  Muitooooooooooo bommmmmm  Arrumação do quarto otima  3 lugar em bom atendimento  Excelente em tudo.........."
ago. de 2021,5,Experiência maravilhosa.,"Dentre os hotéis já visitados até hoje, me espantou o atendimento excepcional desse hotel. Desde a chegada, no qual cada atendente recepciona com cuidado, carinho e atenção até a saída, são impecáveis. Café da manhã espetacular e cada dia de estadia só fez ter a certeza que este hotel foi a melhor escolha."
ago. de 2021,5,Experiência Única,Todos os funcionários extremamente educados e preocupados em proporcionar o máximo em todos os sentidos. A cidade por si só já é um charme e o conjunto hotel + cidade foi muito enriquecidor. Ficamos muito felizes de estarmos aqui.e queremos voltar
ago. de 2021,5,Hotel Fioreze centro,Maravilhoso! Só tenho a agradecer! Em primeiro lugar todos os funcionários muito educados e prestativos. Localização privilegiada. As acomodações muito confortáveis. Limpeza 100% e o café da manhã maravilhoso. Mais que recomendo! Todos de parabéns!!
ago. de 2021,5,Maravilhosa opção de estadia!,"Hotel aconchegante, com uma equipe muito simpática e atenciosa! Café da manhã maravilhoso, quartos e banheiros limpos e bem arrumados, localização privilegiada.  Eu e minha família gostamos muito da estadia e com certeza, indo a Gramado/RS, voltaremos ao Fiorezze Centro!"
ago. de 2021,5,Gramado experiência inesquecível,"Hotel Fioreze Parabéns, eu minha família amamos estar vocês, vocês são perfeitos em tudo , falo com bastante propriedade, viajamos a muitos países e prezamos por bons hotéis.  Por isso faço este elogios com bastante firmeza.  Quando voltarmos a Gramado ficaremos com vcs . Forte abraço"
ago. de 2021,5,Uma experiência marcada por um atendimento de excelência!,"Minha segunda vez neste hotel. Sempre voltarei para cá. As duas experiências tiveram o mesmo padrão de excelência em tudo; da acolhida ao chegar no hotel, café da manhã, acomodações, logística com o estacionamento, cafezinho da tarde na recepção, sorriso caloroso dos colaboradores e a inigualável receptividade da D. Zaira com a minha família. Nos sentimos em casa. Meus filhos pedem pra voltar sempre para cá. A família Fiorezi Centro conquistou primeiro lugar no ranking dos nossos corações. Já ansiosa para retornar para esta cidade de pessoas encantadoras."
ago. de 2021,5,👍👏👏👏,Atendimento exemplar muito bom. Quando chegamos com os carros já tem 2 pessoas para estacionar 👏👏👏. Qualidade impecável nos quartos que são adaptados ao clima da cidade. Adorei passar por essa experiência. Não é a toa a classificação continental.
ago. de 2021,5,O melhor hotel!!!,"Nunca fui tão bem atendida em um hotel. Toda a equipe é incrível, desde o check-in até o check-out. Quartos quentinhos e café da manhã perfeito. Agradecimento ao funcionário Felipe que cuidou da nossa hospedagem com todo o carinho. Até minha filha de 9 anos percebeu e elogiou muito. Obrigada a toda equipe, não é a toa que foram eleitos o 3⁰ melhor hotel da América Latina."
jul. de 2021,5,Nota 1000,"Atendimento impecável, funcionários altamente atenciosos e bem preparados. Excelente localização. Sem defeitos. Com 2 crianças, aluguel de carrinho que ajudou muito. Café da manhã sensacional. Deram ótimas indicaçoes de passeios e restaurantes."
jul. de 2021,5,Lua de mel,"Um hotel sensacional, recomendamos imensamente, atendimento incrível, localização e limpeza impecável, com certeza voltaremos trazendo a família toda para gramado, e sem dúvida nos hospedaremos nesse hotel maravilhoso"
jul. de 2021,5,Espetacular.,"Fomos super bem atendidos, desde a recepção, manobristas, limpeza, prestatividade de todos os funcionários e destaco a honestidade de uma funcionária que achou a carteira da minha esposa na entrada do hotel e gentilmente devolveu. São detalhes como esses que nos farão voltar sempre ao fioreze centro quando estivermos na serra.  Detalhe para o café da manhã que é simplesmente espetacular.  Recomendo esse hotel de olhos fechados."
jul. de 2021,5,satisfação total,"Ótimo serviço, funcionários super preparados e educados. Vale muito a pena! Pretendo retornar em Gramado ano que vem e com certeza a hospedagem vai ser Fioreze Centro localização maravilhosa, café da manha, limpeza, e sem duvida o atendimento em geral."
jul. de 2021,5,Melhor atendimento de Gramado,"Muito carinho e cuidado com os hóspedes! Ambiente aconchegante, todos os funcionários são queridos e atenciosos! Excelente localização! Quartos limpos e perfumados!  Adoramos os mimos ! Super indicamos para ir em família."
jul. de 2021,5,Espetacular👏👏👏,"Excelente recepção e atendimento do início ao fim da estadia. Quartos bem limpos, confortáveis e equipados, café da manhã espetacular com muitas variedades inclusive com opções sem glúten e lactose, funcionários muito bem treinados, educados e prestativos, hall de entrada charmoso, agradável e ótima localização."
jul. de 2021,5,Fantástico,"Excelentes acomodações, café da manhã excepcional e os funcionários mais acolhedores do que em qualquer outro hotel que já conheci!  Localização não poderia ser melhor. Próximo ao centro de Gramado, onde tudo acontece!"
jul. de 2021,5,Hotel Fioreze Centro,Estive no mês de julho com o meu marido nesse hotel e tivemos uma estada que superou nossas espectativas! Os atendentes do hotel desde a recepção até os garçons são imensamente prestativos e atenciosos. Ganhamos brindes e surpresas no dia de um aniversário e ficamos encantados! Pretendemos voltar!!
jul. de 2021,5,fiorenze,"sempre muito bom retornar a esse hotel...  atendimento cortez.  acomodação, limpeza, cuidado, são excelentes  café da manha, cama e chuveiro de qualidade invejável  cuidado com o cliente é do momento que vc encosta o carro na chegada no hotel até sua saida"
jul. de 2021,5,Adorei e recomendo!,"Localização perfeita, uma quadra da Rua Coberta e da Av Borges. O atendimento é excelente, funcionários muito atenciosos. A recepção é um charme, com espaços de estar, uma lareira linda, sempre tem chá, café, bolinhos, um dia ofereceram uma degustação de espumantes no final da tarde. Adoramos!  Emprestam guarda chuvas, quando necessário.  Café da manhã bem variado, com opções sem glúten e sem lactose."
jul. de 2021,5,Viagem de turismo com amiga em Julho/2021,"Hotel maravilhoso! Excelente localização, próximo de tudo. Quarto extremamente limpo e confortável, exceto o espaço que é um pouco apertado, mas isso foi recompensado pelos colaboradores que são extremamente cordiais e atenciosos! Eu e minha amiga nos sentimos em casa, todos os colaboradores nos deixaram muito a vontade no hotel e foi uma experiência muito agradável. O café da manhã espetacular, tudo muito saboroso, fresco e com muita variedade. Quero deixar registrado que a Família Fioreze está de parabéns, pois todos os colaboradores que tivemos contato, absolutamente todos, foram muito gentis e bem humorados. Nos sentimos em casa. Único ponto negativo é o quarto um pouco apertado, mas isso em nada atrapalhou a excelente experiência com a hospedagem. Zero reclamações, só elogios. Eu e minha amiga viajamos muito e esperamos ter a sorte de encontrar outras acomodações pelo mundo tão apaixonantes como esta. Obrigada! Andréa da Silva - Hóspede no período de 22/07/2021 a 25/07/2021."
jul. de 2021,5,Excelente experiência!,"Funcionário são super atenciosos, educados e prestativos. A localização é excelente, pertinho de tudo sendo muito fácil conhecer todo o centro de Gramado a pé. Acomodações são muito boas, amplas e limpas. Existe uma lareira na recepção, com café, chá e chocolate quente a disposição dos hóspedes, o que é muito aconchegante para quem chega de um passeio num dia frio!!"
jul. de 2021,5,Experiência maravilhosa,"O hotel é maravilhoso, bem no centro de Gramado. Destaque para o café da manhã delicioso e para o carinho de toda a equipe. Viajei com meu filho de 1 ano e todos eram super carinhosos. ""Tios"" Felipe e Luigi brincaram muito com meu filho. Desde a recepção até as camareiras, todos foram muito atenciosos, simpáticos e prestativos. Estão de parabéns!"
jul. de 2021,5,Gramado julho 21,"Cordialidade é a palavra que melhor define este hotel. Equipe fantástica, solicita e sempre muito cordial, tomando o passeio em Gramado algo extremamente agradável. Parabéns e obrigado a todos os funcionários do Fioreze Centro, estive aqui com minha família e foi excelente.    Pontos fortes: além da cordialidade claro, localização central e MUITO próximo de tudo, outro ponto forte é o estacionamento com manobrista, quem já veio a Gramado sabe o quão difícil é estacionar no centro.    Ponto fraco: quarto pequeno para um casal e duas crianças, mas isso não diminuiu em nada a satisfação com a hospedagem e a viagem.    Recomendo com certeza este hotel pra férias em Gramado."
